#key,Label,JLabel,LayoutId,PopRange,RandomPopRange00,RandomPopRange01,RandomPopRange02,RandomPopRange03,RandomPopRange04,RandomPopRange05,RandomPopRange06,RandomPopRange07,IdleRange,DepopRange,BNpcName,BaseId,BaseNpc,LayoutLabel,Customize,Equipment,Alias,Team,NormalAI,RelativePopBaseNpc,AppearAct,SignAct,StartAct,CompleteAct,SuccessAct,FailureAct,StartTarget,TargetName,NormalTalkEvent,StartTalkEvent,TradeTalkEvent,RuleExTalkEvent,DeadGimmickAction,GimmickTalkEvent,GimmickTalkGimmickAction,EventAction,EventActionGimmickAction,BeforeStartYell,RunningYell,WaitEndYell,BattleYell,DyingYell,DeadReinforcementGroup,AppearYell,EscapeYell,DeadYell,SuccessYell,FailureYell,FateOrder,LifeTime,Channeling,ChannelingStatus,OwnerNpc,FollowTargetNpc,NpcReplace,EntryType,ParamBonus,AIType,BossAI,MoveAI,ContinueMoveAI,ActiveType,PopDirectionType,RelativePopType,RepopTime,DistributeType,Contribution,CreateHideType,WanderingRange,TerritoryRadius,DyingHpRate,DyingType,DyingTargetStatus,MoveSpeed,Link,TargetStatus,ForceBattle,Collision,PriorityActorType,FollowerFormation,LocalProgress,InvisibilityGroup,TodoCountIndex,LayoutPopCondition,IsENpcMode,IsTurn,IsObjective,IsRepop,IsDyingENpc,Immortal,NeedLvSync,FixedHpRate,IsAccessRestraint
#キー,ラベル,日本語ラベル,配置ID,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,出現用レンジ,撤退用レンジ,BNPC名前,ベースID,引き継ぎ元のNPC,レイアウトラベル,カスタマイズ,装備,別名,チーム,通常思考,相対ポップ基準NPC,出現行動,予兆行動,開始行動,達成行動,成功行動,失敗行動,初期ターゲット,ターゲット名,通常トークイベント,FATE開始トークイベント,納品トークイベント,ルール拡張トークイベント,死亡時ギミックアクション,ギミックトークイベント,ギミックトークはい選択時ギミックアクション,イベントアクション,イベントアクション成功時ギミックアクション,開始前エール,FATE発生中エール,終了待ち中エール,バトル中エール,瀕死中エール,死亡時に呼ぶ増援グループ,出現エール,撤退エール,死亡エール,FATE成功エール,FATE失敗エール,命令,寿命,チャネリング対象,チャネリングステータス,オーナーNPC,追従対象NPC,置換ラベル,エントリータイプ,パラメータ補正,AIタイプ,ボスAI,移動AIタイプ,引き継ぎ用移動AIタイプ,アクティブタイプ,ポップ向きタイプ,相対ポップタイプ,リポップ時間,貢献度タイプ,貢献ポイント,不可視ポップタイプ,ワンダリング距離,なわばり半径,瀕死にするHP率,瀕死時行動タイプ,瀕死時ターゲット状態,移動速度,リンク,ターゲット状態,強制バトル,コリジョン,優先アクタータイプ,追従者隊形,ローカル進行度,不可視グループ,TODO用のカウンタインデックス,レイアウトポップ条件,ENPCモード？,ターン,目的となる相手？,リポップする？,瀕死時ENPC化,不死身,レベルシンクしないと使えない,HP倍率固定,アクセス抑制
#Key,keyAlias,keyDevcode,"lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(BNpcName,key)","lookup(BNpcBase, key) | lookup(ENpcBase, key) | lookup(EObj, key)","lookup(FateNpc,key)|u_int16","lookup(FateLayoutLabel,key)|u_int16","lookup(BNpcCustomize, key) | u_int16","lookup(NpcEquip, key) | u_int16","lookup(FateNpcAlias,key)|u_int16","lookup(FateParam,param)|u_int16","lookup(Gambit, key) | lookup(Behavior, key)  | lookup(FateParam,param) | u_int16","lookup(FateNpc,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateTargetList,key)|u_int16","lookup(FateTarget,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(FateEvent,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(EventAction,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FatePopGroup,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(FateOrder,key)|u_int16",u_int16,"lookup(FateNpc,key)|u_int16","lookup(StatusParam, key)|u_int16","lookup(FateNpc, key) | u_int16","lookup(FateNpc, key) | u_int16","lookup(FateNpcReplace,key)|u_int8","lookup(FateNpcType,key)|u_int8","lookup(FateNpcParamBonus, key) | u_int8","lookup(FateAIType, key) | u_int8","lookup(FateBossAI,key)|u_int8","lookup(MoveAI,key)|u_int8","lookup(MoveAI, key) | lookup(FateParam,param) | u_int8","lookup(ActiveType,key)|u_int8","lookup(FatePopDirectionType, key) | u_int8","lookup(FateRelativePopType,key)|u_int8",u_int8,"lookup(FateContributionType,key)|u_int8",u_int8,"lookup(FateCreateHideType, key) | u_int8",u_int8,u_int8,u_int8,"lookup(FateDyingType,key) | u_int8","lookup(FateParam, param) | u_int8","lookup(FateMoveType, key) | u_int8","lookup(FateNpcLink,key)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam, param) | u_int8","lookup(FateFollowFormation, key) | u_int8","lookup(FateParam, param) | u_int8",u_int8,int8,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean
36,,F1F1_020_敵_001_001,0,3841629,0,0,0,0,0,0,0,0,3841676,3841693,91,101,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
37,,F1F1_021_味方_001_001,0,3852586,0,0,0,0,0,0,0,0,3861191,3861199,526,480,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
38,,F1F1_021_敵_001_001,0,3852578,0,0,0,0,0,0,0,0,3852590,3852591,21,21,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
39,,F1F1_021_開始NPC_001,3888695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
40,,F1F1_022_味方_001_001,0,3852602,0,0,0,0,0,0,0,0,3852603,0,526,480,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
41,,F1F1_022_敵_001_001,0,3852601,0,0,0,0,0,0,0,0,3852603,3852604,10,620,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
42,,F1F1_022_開始NPC_001,3888722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
43,,F1F1_023_敵_001_001,3863423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,1,20,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
44,,F1F1_023_敵_002_001,0,3852622,0,0,0,0,0,0,0,0,0,0,448,601,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,1,10,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
45,,F1F1_023_敵_003_001,0,3852622,0,0,0,0,0,0,0,0,0,0,448,602,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
46,,F1F1_024_敵_001_001,3891799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,1,20,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
47,,F1F2_001_味方_001_001,0,3867435,0,0,0,0,0,0,0,0,0,0,553,592,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
48,,F1F2_001_敵_001_001,0,3867442,0,0,0,0,0,0,0,0,3867539,3867548,21,21,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
49,,F1F2_001_敵_001_002,0,3867448,0,0,0,0,0,0,0,0,3867539,3867556,21,21,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
50,,F1F2_001_開始NPC_001,3895962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,148,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,0,0,0,0,1,0,0
51,,F1F2_002_敵_001_001,3877978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,1,20,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
52,F1F2_002_TRIGGER_001,F1F2_002_TRIGGER_001,3895725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
53,,F1F2_003_敵_001_001,0,3877980,0,0,0,0,0,0,0,0,0,3877981,546,62,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
54,,F1F2_006_敵_001_001,0,3862484,0,0,0,0,0,0,0,0,0,3862488,39,39,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
55,,F1F2_006_開始NPC_001,3895967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
56,,F1F2_007_味方_001_001,0,3852860,0,0,0,0,0,0,0,0,0,0,531,614,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
57,,F1F2_007_敵_001_001,0,3852853,0,0,0,0,0,0,0,0,3852862,3852866,7,7,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
58,,F1F2_007_開始NPC_001,3890062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
59,,F1F2_008_敵_001_001,3869235,0,0,0,0,0,0,0,0,0,0,3853633,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,1,20,0,10,100,0,1,0,1,8,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
60,,F1F2_008_敵_001_002,3943036,0,0,0,0,0,0,0,0,0,0,3853633,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,0,0,0,1,0,0
61,,F1F2_008_敵_001_003,3943037,0,0,0,0,0,0,0,0,0,0,3853633,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,0,0,0,1,0,0
62,,F1F2_008_敵_001_004,3943039,0,0,0,0,0,0,0,0,0,0,3853633,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,0,0,0,1,0,0
63,,F1F2_008_敵_001_005,3943040,0,0,0,0,0,0,0,0,0,0,3853633,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,0,0,0,1,0,0
64,,F1F2_009_敵_001_001,0,3853687,0,0,0,0,0,0,0,0,3871935,3853692,229,70,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
65,,F1F2_009_敵_001_002,0,3853687,0,0,0,0,0,0,0,0,3871935,3853692,230,71,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
66,,F1F2_009_敵_001_003,0,3853687,0,0,0,0,0,0,0,0,3871935,3853692,231,72,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
67,,F1F2_009_開始NPC_001,3888795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
68,,F1F2_010_敵_001_001,0,3853723,0,0,0,0,0,0,0,0,0,3853726,232,24,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
69,,F1F3_001_敵_001_001,3877985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,1,20,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
70,,F1F3_002_敵_001_001,0,3877988,0,0,0,0,0,0,0,0,3877987,3877991,196,160,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
71,,F1F3_002_敵_001_002,0,3877989,0,0,0,0,0,0,0,0,3877987,3877992,196,160,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
72,,F1F3_002_敵_001_003,0,3877990,0,0,0,0,0,0,0,0,3877987,3877993,196,160,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
73,,F1F3_002_敵_002_001,0,3877988,0,0,0,0,0,0,0,0,3877987,3877991,196,160,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
74,,F1F3_002_敵_002_002,0,3877989,0,0,0,0,0,0,0,0,3877987,3877992,196,160,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
75,,F1F3_002_敵_002_003,0,3877990,0,0,0,0,0,0,0,0,3877987,3877993,196,160,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
76,,F1F3_006_敵_001_001,0,3877995,0,0,0,0,0,0,0,0,0,0,169,594,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,4,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
77,,F1F3_006_敵_001_002,0,3877995,0,0,0,0,0,0,0,0,0,0,50,52,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,1,0,0,1,0,0
78,,F1F3_006_開始NPC_001,3920873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,0,0,0,1,0,0
79,,F1F3_007_味方_001_001,0,3689062,0,0,0,0,0,0,0,0,3689063,0,526,480,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,50,60,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
80,,F1F3_007_味方_001_002,0,3689062,0,0,0,0,0,0,0,0,3689063,0,526,480,0,0,0,0,0,0,0,0,2,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,50,60,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
81,,F1F3_007_敵_001_001,3689065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,8,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
82,,F1F3_007_敵_001_002,3689066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,8,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
83,,F1F3_007_敵_001_003,3689067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,8,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
84,,F1F3_008_味方_001_001,0,3884102,0,0,0,0,0,0,0,0,3884104,3884114,526,480,0,0,0,0,0,0,0,0,2,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,50,60,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
85,,F1F3_008_敵_001_001,3688685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,43,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,1,20,0,10,150,1,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,1,0,1,0,0
86,,F1F3_008_敵_001_002,3688703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,0,0,0,1,0,0
